"Title","Author","Download_link","Download_nb","Created","Updated","Size","Game_Version","Flavor","Tags"
"Skill Slots (Fabric)","Snownee","/minecraft/mc-mods/skill-slots-fabric/download/5022376","342","Jul 17, 2023","Jan 10, 2024","399.52 KB","1.20.1","Fabric","Mods, Magic, Miscellaneous, Adventure and RPG"
"FTB XMod Compat","FTB","/minecraft/mc-mods/ftb-xmod-compat/download/4932157","6.6M","Jul 17, 2023","Dec 6, 2023","126.20 KB","1.20.1","Forge","Mods, API and Library"
"Artifacts of Power","night0342","/minecraft/mc-mods/artifacts-of-power/download/4661663","304","Jul 17, 2023","Jul 24, 2023","177.74 KB","1.16.5","Forge","Mods, MCreator, Magic, Cosmetic"
"radioactive goodies","lonely_polterghast6","/minecraft/mc-mods/radioactive-goodies/download/4651775","97","Jul 17, 2023","Jul 18, 2023","3.50 MB","1.19.4","Forge","Mods, MCreator, Armor, Tools, and Weapons"
"PKGBadges","Poyraz_PKG","/minecraft/mc-mods/pkgbadges/download/4859960","9.5K","Jul 17, 2023","Nov 11, 2023","222.30 KB","1.20.1","Forge","Mods, Addons, MCreator"
"Overpowered Fruits","FrinzTheCoder","/minecraft/mc-mods/overpowered-fruits/download/4775650","107","Jul 17, 2023","Sep 30, 2023","44.23 KB","1.19.3","Forge","Mods, Food, Farming"
"Spawners Utilities","PastaLaPate","/minecraft/mc-mods/spawners-utilities/download/4654910","48","Jul 17, 2023","Jul 20, 2023","89.73 KB","1.16.5","Forge","Mods, Automation, Technology"
"Cave Blooms","BaldBro","/minecraft/mc-mods/cave-blooms/download/4648994","1.9K","Jul 17, 2023","Jul 17, 2023","266.52 KB","1.20.1","Forge","Mods, Ores and Resources, World Gen, Cosmetic"
"Integrated Scripting","kroeser","/minecraft/mc-mods/integrated-scripting/download/5085251","155","Jul 17, 2023","Feb 6, 2024","31.87 MB","1.19.2","Forge","Mods, Technology, Integrated Dynamics, Addons"
"Rail World: Industrial Sized Veins","nilBlade","/minecraft/mc-mods/rail-world-industrial-sized-veins/download/4648781","227","Jul 17, 2023","Jul 17, 2023","129.01 KB","1.20.1","Fabric","Mods, Structures, Addons"
"Multi-overworld Terralith compat","dratrav","/minecraft/mc-mods/multi-overworld-terralith-compact/download/4685995","334","Jul 17, 2023","Aug 6, 2023","31.99 KB","1.19.2","Forge","Mods, World Gen, Dimensions, API and Library"
"No Server OP","GLIXTOR","/minecraft/mc-mods/no-server-op/download/4648649","17","Jul 17, 2023","Jul 17, 2023","6.88 KB","1.19.4","Forge","Mods, Utility & QoL"
"Charlie - Nextbot Horror","AnotherMC","/minecraft/mc-mods/charlie-bot/download/4662237","874","Jul 17, 2023","Jul 24, 2023","759.69 KB","1.19.4","Forge","Mods, Miscellaneous, Mobs, Adventure and RPG"
"Sword in the Stone","bonker","/minecraft/mc-mods/swordinthestone/download/4738636","58.0K","Jul 17, 2023","Sep 5, 2023","639.72 KB","1.20.1","Forge","Mods, Structures, Adventure and RPG, Armor, Tools, and Weapons"
"bGames Example Mod","IntTeractiOn_Lab","/minecraft/mc-mods/bgames-example-mod/download/4863593","122","Jul 17, 2023","Nov 13, 2023","125.55 KB","1.19.2","Fabric","Mods, Utility & QoL, Miscellaneous"
"Pickled Rick","Firetypegaming","/minecraft/mc-mods/pickledrick/download/4906071","82","Jul 17, 2023","Nov 27, 2023","330.66 KB","1.19.4","Forge","Mods, Technology, Adventure and RPG"
"Quanta's Compressed Blocks","Quanta_Entertainment","/minecraft/mc-mods/quantas-compressed-blocks/download/4648249","63","Jul 16, 2023","Jul 16, 2023","99.55 KB","1.19.2","Forge","Mods, Utility & QoL"
"EdibleKit","MattiaIlPotenteReal","/minecraft/mc-mods/ediblekit/download/4648233","31","Jul 16, 2023","Jul 16, 2023","171.15 KB","1.12.2","Forge","Mods, Addons, Armor, Tools, and Weapons, Food"
"Mario Craft: World of Blocks","OmegaRockster","/minecraft/mc-mods/mario-craft-world-of-blocks/download/5093470","820","Jul 16, 2023","Feb 9, 2024","993.73 KB","1.20.1","Forge","Mods, Adventure and RPG, Magic, MCreator"
"NokiaCraft","portug_ofc","/minecraft/mc-mods/nokia-the-mod/download/4655620","92","Jul 16, 2023","Jul 20, 2023","346.09 KB","1.20.1","Fabric","Mods, Miscellaneous, Adventure and RPG"
"ZAM Music & Additions","zzamz_","/minecraft/mc-mods/zam-music-additions/download/4647991","43","Jul 16, 2023","Jul 16, 2023","1.05 GB","1.20.1","Forge","Mods, Miscellaneous"
"Giacomo's enhanced camera","zacomat","/minecraft/mc-mods/giacomos-enhanced-camera/download/4763751","617","Jul 16, 2023","Sep 22, 2023","12.42 KB","1.20.2","Forge","Mods, Utility & QoL"
"Fluffy's Special Ores","tbnrfluffy654","/minecraft/mc-mods/fluffys-special-ores/download/4647788","123","Jul 16, 2023","Jul 16, 2023","120.84 KB","1.12.2","Forge","Mods, Cosmetic, Armor, Tools, and Weapons, World Gen, MCreator"
"Aqua Chidori Origin - Origins Addon","GamerPotion","/minecraft/mc-mods/aqua-chidori-origin-origins-addon/download/4898314","550.7K","Jul 16, 2023","Nov 25, 2023","14.99 KB","1.18.2","Fabric","Mods, Food, Server Utility, Magic, Armor, Tools, and Weapons, Adventure and RPG"
"Population Baby Zombie","terrariandy","/minecraft/mc-mods/population-baby-zombie/download/4790337","125","Jul 16, 2023","Oct 10, 2023","28.65 MB","1.20.1","Forge","Mods, Mobs, MCreator, Structures, Dimensions, Biomes"
"Useless Milk","precisemodpacker","/minecraft/mc-mods/useless-milk/download/4647703","54","Jul 16, 2023","Jul 16, 2023","52.77 KB","1.19.4","Forge","Mods, Food, Utility & QoL"
"Power Bracelets","superscratch4","/minecraft/mc-mods/power-bracelets/download/4687275","519","Jul 16, 2023","Aug 7, 2023","213.88 KB","1.19.4","Forge","Mods, Structures, Magic, Adventure and RPG, MCreator, Cosmetic"
"PokeWordle","_stroopwafel_","/minecraft/mc-mods/pokewordle/download/4971983","528","Jul 16, 2023","Dec 20, 2023","1.26 MB","1.16.5","Fabric","Mods, API and Library, Addons, Server Utility"
"Phantom Flames","Axolotl345","/minecraft/mc-mods/phantom-flames/download/4736118","524","Jul 16, 2023","Sep 4, 2023","1001.22 KB","1.20.1","NeoForge","Mods, Cosmetic, MCreator"
"Jinum & Pulpurin","Veyas","/minecraft/mc-mods/jinum-pulpurin/download/5005367","130","Jul 16, 2023","Jan 3, 2024","470.52 KB","1.20.1","Forge","Mods, MCreator, Armor, Tools, and Weapons, Ores and Resources"
"Infinity Weapons","Firetypegaming","/minecraft/mc-mods/infinity-weapons/download/4647500","122","Jul 16, 2023","Jul 16, 2023","162.19 KB","1.19.4","Forge","Mods, Ores and Resources, Cosmetic, Armor, Tools, and Weapons, Structures"
"Chat Config","Snakeypro","/minecraft/mc-mods/chat-config/download/4647464","23","Jul 16, 2023","Jul 16, 2023","96.14 KB","1.19.4","Forge","Mods, Utility & QoL, Server Utility"
"Yamato Gun (Fabric/Forge)","pitan76","/minecraft/mc-mods/yamato-gun/download/5073267","19.0K","Jul 16, 2023","Feb 1, 2024","87.09 KB","1.20.4","Fabric","Mods, Armor, Tools, and Weapons, Technology"
"CP's Dimensions","CoolPuzzler","/minecraft/mc-mods/cps-dimensions/download/4647392","46","Jul 16, 2023","Jul 16, 2023","101.76 KB","1.19","Forge","Mods, Armor, Tools, and Weapons, Ores and Resources"
"Birch Allergy","Lukas_0094","/minecraft/mc-mods/birch-allergy/download/5083081","89","Jul 16, 2023","Feb 5, 2024","814.32 KB","1.20.1","Forge","Mods, World Gen, Adventure and RPG"
"GloryItems","A_TimMC","/minecraft/mc-mods/gloryitems/download/4647242","17","Jul 16, 2023","Jul 16, 2023","68.74 KB","1.18.2","Forge","Mods, Cosmetic, Ores and Resources"
"Good Enchantements","Teamcipo","/minecraft/mc-mods/good-enchantements/download/4651012","54","Jul 16, 2023","Jul 18, 2023","15.18 KB","1.18.2","Forge","Mods, Magic"
"DumbWeapon","TheWhiteAlbum","/minecraft/mc-mods/dumbweapon/download/4647188","69","Jul 16, 2023","Jul 16, 2023","3.31 MB","1.19.2","Forge","Mods, Biomes, Utility & QoL, Armor, Tools, and Weapons, Magic"
"Large Essentia Generator","keletu66666","/minecraft/mc-mods/large-essentia-generator/download/4647060","5.4K","Jul 16, 2023","Jul 16, 2023","95.14 KB","1.12.2","Forge","Mods, Energy, Thaumcraft, Technology, Addons"
"Plants vs Zombies: Reimagined","s_kabuki","/minecraft/mc-mods/plants-vs-zombies-reimagined-mod/download/4977943","2.4K","Jul 16, 2023","Dec 23, 2023","9.39 MB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Mobs, Miscellaneous, Dimensions, Biomes"
"Ohmega","Swacky_","/minecraft/mc-mods/ohmega/download/4679430","203","Jul 16, 2023","Aug 3, 2023","69.65 KB","1.20.1","Forge","Mods, API and Library"
"PosSender","FILEXIK","/minecraft/mc-mods/possender/download/4646890","33","Jul 16, 2023","Jul 16, 2023","7.82 KB","1.20.1","Fabric","Mods, Map and Information, Utility & QoL"
"Cobblemon KO Shiny","TimInc","/minecraft/mc-mods/cobblemon-ko-shiny/download/4717340","1.9K","Jul 16, 2023","Aug 22, 2023","27.12 KB","1.19.2","Fabric","Mods, Utility & QoL, Server Utility"
"Immersive Caves","Herculuke","/minecraft/mc-mods/immersive-caves/download/5061686","15.8K","Jul 16, 2023","Jan 26, 2024","219.58 KB","1.20.1","Forge","Mods, Adventure and RPG, World Gen, Biomes, Ores and Resources"
"Remodifier","pOtAto__bOy","/minecraft/mc-mods/remodified/download/5089575","134.3K","Jul 16, 2023","Feb 8, 2024","90.03 KB","1.19.2","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"Cobblemon KO Streak Shiny","TimInc","/minecraft/mc-mods/cobblemon-ko-streak-shiny/download/4717342","1.2K","Jul 16, 2023","Aug 22, 2023","27.35 KB","1.19.2","Fabric","Mods, Mobs"
"Odium","windsuko_","/minecraft/mc-mods/odium/download/4656631","499","Jul 16, 2023","Jul 21, 2023","306.37 KB","1.19.4","Forge","Mods, Biomes, MCreator, Addons, Ores and Resources, Dimensions"
"steelhngr's Demon Slayer Cosmetics","steelhngr","/minecraft/mc-mods/steelhngrs-demon-slayer-cosmetics/download/4730275","1.2K","Jul 16, 2023","Aug 31, 2023","1.06 MB","1.19.2","Forge","Mods, MCreator, Armor, Tools, and Weapons, Cosmetic"
"Three Lives - Mediumcore","chivas477","/minecraft/mc-mods/three-lives-mediumcore/download/5103666","1","Feb 13, 2024","Feb 13, 2024","15.97 KB","1.20.1","Fabric","Mods, Miscellaneous, Utility & QoL"
"Desert Tombs","Leonxkingx","/minecraft/mc-mods/desert-tombs/download/5103656","1","Feb 13, 2024","Feb 13, 2024","40.64 KB","1.20.1","Forge","Mods, Adventure and RPG, Mobs, Structures"
"Meatball Madness","Smug_scan","/minecraft/mc-mods/meatball-madness/download/5103511","2","Feb 13, 2024","Feb 13, 2024","182.41 KB","1.20.1","Fabric","Mods, Food, MCreator, Energy, Fluid, and Item Transport"
"Epic Tweaks","hd42","/minecraft/mc-mods/epic-tweaks/download/5103562","2","Feb 13, 2024","Feb 13, 2024","20.23 KB","1.20.1","Forge","Mods, Miscellaneous, Utility & QoL"
"HimbeerMod","Phil_B_Rohloff1234","/minecraft/mc-mods/himbeermod/download/5103421","1","Feb 13, 2024","Feb 13, 2024","12.46 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, MCreator"
"Old Walking Animation (Forge Port)","db3k","/minecraft/mc-mods/old-walking-animation-forge-port/download/5103344","1","Feb 13, 2024","Feb 13, 2024","8.33 KB","1.19.2","Forge","Mods, Cosmetic"
"Simple Metals: Aluminum","pablonm7","/minecraft/mc-mods/simple-metals-aluminum/download/5103725","2","Feb 12, 2024","Feb 13, 2024","57.19 KB","1.19.2","Forge","Mods, MCreator, Ores and Resources"
"Gamb-Coin","GambitIsDead","/minecraft/mc-mods/gamb-coin/download/5103424","1","Feb 12, 2024","Feb 13, 2024","13.68 KB","1.19.2","Forge","Mods, Cosmetic"
"Medieval&Special Weapons","superkronkanierita","/minecraft/mc-mods/medieval-special-weapons/download/5103011","1","Feb 12, 2024","Feb 12, 2024","82.59 KB","1.20.1","Forge","Mods, Utility & QoL, Mobs, Armor, Tools, and Weapons, Magic, Adventure and RPG"
"Sweety's Horse Armor Tweaks","Sweetygamer","/minecraft/mc-mods/sweetys-horse-armor-tweaks/download/5104318","3","Feb 12, 2024","Feb 13, 2024","6.86 KB","1.20.1","NeoForge Forge + 1","Mods, Mobs, Utility & QoL, Armor, Tools, and Weapons, MCreator"
"Flint Essentials","FallenIsBetterVL","/minecraft/mc-mods/flint-tools-1-19-2/download/5102782","1","Feb 12, 2024","Feb 12, 2024","16.61 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons"
"Dragon Ball God","thejoakogod","/minecraft/mc-mods/dragon-ball-god/download/5102993","2","Feb 12, 2024","Feb 12, 2024","663.69 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, MCreator, Adventure and RPG, Food"
"XYZ Scythes","DuckXYZ","/minecraft/mc-mods/xyz-scythes/download/5102720","1","Feb 12, 2024","Feb 12, 2024","60.87 KB","1.20.1","Forge","Mods, Armor, Tools, and Weapons, Adventure and RPG, Magic, Utility & QoL"
"Quality Food","Cadentem","/minecraft/mc-mods/quality-food/download/5104481","1","Feb 12, 2024","Feb 13, 2024","205.74 KB","1.19.2","Forge","Mods, Food"
"Currently Currency","Uranium","/minecraft/mc-mods/currently-currency/download/5102435","2","Feb 12, 2024","Feb 12, 2024","356.60 KB","1.20.1","Forge","Mods, MCreator, Cosmetic, Utility & QoL"
"Apothitweaks","apothicono2","/minecraft/mc-mods/apothitweaks/download/5103695","2","Feb 12, 2024","Feb 13, 2024","284.42 KB","1.20.1","Forge","Mods, Player Transport, Utility & QoL, Armor, Tools, and Weapons, Food"
"Tectonic-Tweak","moepus","/minecraft/mc-mods/tectonic-tweak/download/5102283","1","Feb 12, 2024","Feb 12, 2024","13.65 KB","1.20.1","Forge","Mods, World Gen"
"Hatchlings (origins)","Whocraft","/minecraft/mc-mods/hatchlings-origins/download/5102198","2","Feb 12, 2024","Feb 12, 2024","153.56 KB","1.20.1","Fabric Forge + 1","Mods, Addons"
"Lunch Box","bearMP","/minecraft/mc-mods/lunch-box/download/5101973","7","Feb 12, 2024","Feb 12, 2024","44.53 KB","1.19.2","Quilt Fabric + 1","Mods, MCreator, Armor, Tools, and Weapons"
"GoogieVogel's Cheese And Currency","GoogieVogel","/minecraft/mc-mods/googievogels-cheese-and-currency-mod/download/5104327","5","Feb 12, 2024","Feb 13, 2024","30.74 KB","1.19.2","Forge","Mods, Armor, Tools, and Weapons, Cosmetic"
"Caves n Cliffs - Decoration Backport","emberunholy","/minecraft/mc-mods/caves-n-cliffs-decoration-backport/download/5101671","30","Feb 12, 2024","Feb 12, 2024","29.25 KB","1.12.2","Forge","Mods, Cosmetic"
"Fantastical Origins","toErIpNid","/minecraft/mc-mods/fantastical-origins/download/5103488","25","Feb 12, 2024","Feb 13, 2024","316.59 KB","1.20.1","Fabric Forge + 1","Mods, Adventure and RPG"
"YveCreativesCarpets","YveCreatives","/minecraft/mc-mods/yvecreativescarpets/download/5101540","6","Feb 12, 2024","Feb 12, 2024","1022.58 KB","1.20.1","Forge","Mods, MCreator, Cosmetic"
"Memory Usage Title","pitan76","/minecraft/mc-mods/memory-usage-title/download/5101497","34","Feb 12, 2024","Feb 12, 2024","130.83 KB","1.20.4","Forge","Mods, Miscellaneous, Utility & QoL"
"Villager Gunners","MikhailTapio","/minecraft/mc-mods/villager-gunners/download/5101383","56","Feb 12, 2024","Feb 12, 2024","30.60 KB","1.20.1","Forge","Mods, Adventure and RPG, Utility & QoL"
"Glow Craft","Forest1818","/minecraft/mc-mods/glow-craft/download/5104341","24","Feb 12, 2024","Feb 13, 2024","261.44 KB","1.15.2","Forge","Mods, MCreator, Magic, Armor, Tools, and Weapons, Biomes"
"Copper Greatsword","Astro_man2","/minecraft/mc-mods/copper-greatsword/download/5103740","60","Feb 12, 2024","Feb 13, 2024","80.34 KB","1.16.5","Forge","Mods, Armor, Tools, and Weapons"
"Quick Commands Fabric","makerk_","/minecraft/mc-mods/quick-commands-fabric/download/5101183","2","Feb 12, 2024","Feb 12, 2024","3.29 MB","1.20.1","Fabric","Mods, MCreator, Miscellaneous"
"panda's Animations","pandal34r","/minecraft/mc-mods/pandas-animations/download/5101164","64","Feb 12, 2024","Feb 12, 2024","122.19 KB","1.20.4","Fabric","Mods, Mobs, World Gen"
"End Game Enhanced","FrogMan650","/minecraft/mc-mods/end-game-enhanced/download/5101062","12","Feb 12, 2024","Feb 12, 2024","1.20 MB","1.20.1","Forge","Mods, Ores and Resources, Utility & QoL, Armor, Tools, and Weapons"
"Progression Plus","ChaosFlixz","/minecraft/mc-mods/progression-plus/download/5100908","2","Feb 12, 2024","Feb 12, 2024","126.46 KB","1.20.1","Forge","Mods, Utility & QoL"
"Combat+ Core","Provismet","/minecraft/mc-mods/combat-plus-core/download/5102540","4","Feb 12, 2024","Feb 12, 2024","135.26 KB","1.20.4","Quilt Fabric + 1","Mods, Armor, Tools, and Weapons, Adventure and RPG, API and Library"
"Item On Chest [FABRIC]","mastrocaleb","/minecraft/mc-mods/item-on-chest-fabric/download/5100846","9","Feb 12, 2024","Feb 12, 2024","274.74 KB","1.20.4","Fabric","Mods, Cosmetic, Miscellaneous"
"Prideful Animals","Anthxny","/minecraft/mc-mods/prideful-animals/download/5100782","39","Feb 12, 2024","Feb 12, 2024","34.67 KB","1.20.1","NeoForge Forge + 1","Mods, Cosmetic"
"Butchery","spectrejks","/minecraft/mc-mods/butchery/download/5103402","173","Feb 12, 2024","Feb 13, 2024","1.63 MB","1.20.1","Forge","Mods, Cosmetic, World Gen, Food, Armor, Tools, and Weapons, Adventure and RPG"
"ItemOverflow","XLGaming75","/minecraft/mc-mods/itemoverflow/download/5100619","3","Feb 12, 2024","Feb 12, 2024","304.84 KB","1.16.5","Forge","Mods, Cosmetic, Technology"
"Farts - Rick","Rickyt","/minecraft/mc-mods/fart-mod-rick/download/5100570","2","Feb 12, 2024","Feb 12, 2024","131.13 KB","1.20.4","Forge","Mods, Cosmetic"
"He's Right Behind Me","HappyMochaNoises","/minecraft/mc-mods/hes-right-behind-me/download/5100436","15","Feb 11, 2024","Feb 11, 2024","144.84 KB","1.20.1","Forge","Mods, Mobs, MCreator"
"Vortex","duzo_","/minecraft/mc-mods/vortex/download/5100445","5","Feb 11, 2024","Feb 11, 2024","43.94 KB","1.20.1","Fabric","Mods, Magic, Armor, Tools, and Weapons"
"Redstone Repulse","rsguy","/minecraft/mc-mods/redstone-repulse/download/5100437","13","Feb 11, 2024","Feb 11, 2024","48.06 KB","1.20.1","Forge","Mods, MCreator, Redstone, Technology, Armor, Tools, and Weapons"
"Changed Ice","AlexeyPG","/minecraft/mc-mods/changed-ice/download/5100267","12","Feb 11, 2024","Feb 11, 2024","25.26 KB","1.18.2","Forge","Mods, Miscellaneous"
"Origins Tiger Addon","Whocraft","/minecraft/mc-mods/origins-tiger-addon/download/5102200","17","Feb 11, 2024","Feb 12, 2024","7.97 KB","1.20.1","Forge","Mods, Addons"
"MOEK (Fabric)","qxZap","/minecraft/mc-mods/moek-fabric/download/5100227","2","Feb 11, 2024","Feb 11, 2024","136.76 KB","1.20.1","Fabric","Mods, Adventure and RPG"
"Create: Blast Off!","drdeviousahh","/minecraft/mc-mods/create-blast-off/download/5100210","53","Feb 11, 2024","Feb 11, 2024","192.48 KB","1.20.1","Forge","Mods, Create, MCreator"
"Charcoal tools","foxcom670","/minecraft/mc-mods/charcoal-tools/download/5100188","6","Feb 11, 2024","Feb 11, 2024","49.08 KB","1.12.2","Forge","Mods, MCreator, World Gen, Armor, Tools, and Weapons"
"Hogwarts Craft","mozcanerdem","/minecraft/mc-mods/hogwarts-craft/download/5100166","7","Feb 11, 2024","Feb 11, 2024","135.57 KB","1.20.1","Forge","Mods, Adventure and RPG, Armor, Tools, and Weapons"
"Famous Painting","Alex_ytLives","/minecraft/mc-mods/famous-painting/download/5102897","55","Feb 11, 2024","Feb 12, 2024","17.05 MB","1.18.2","Forge","Mods, MCreator, Cosmetic, Education, Miscellaneous"
"Nether Sentinel","Kalioz","/minecraft/mc-mods/nether-sentinel/download/5100099","9","Feb 11, 2024","Feb 11, 2024","503.89 KB","1.20.1","Forge","Mods, Mobs, MCreator"
"technoblade plushies","tjibbe1","/minecraft/mc-mods/technoblade-plushies/download/5100056","24","Feb 11, 2024","Feb 11, 2024","44.31 KB","1.20.1","Forge","Mods, Adventure and RPG, MCreator"
"Elytra Pitch","FatalFlare","/minecraft/mc-mods/elytrapitch/download/5100026","17","Feb 11, 2024","Feb 11, 2024","14.00 KB","1.20.4","Fabric","Mods, Utility & QoL"
"Permanent Chat Logs","lovexyn0827","/minecraft/mc-mods/permanent-chat-logs/download/4965994","288","Oct 17, 2023","Dec 18, 2023","64.60 KB","1.20.4","Fabric","Mods, Miscellaneous, Utility & QoL"
"Icerworld","FrogDude5555","/minecraft/mc-mods/icerworld/download/4917521","101","Oct 17, 2023","Dec 1, 2023","1.43 MB","1.20.1","Forge","Mods, MCreator"
"Copper Bulbs","MinoBanana","/minecraft/mc-mods/copper-bulbs/download/4803197","350","Oct 17, 2023","Oct 17, 2023","66.68 KB","1.20.1","Forge","Mods, Ores and Resources, Cosmetic"
